A_TH_DUBAO_SP	J_TH_DUBAO	J_SANPHAM	SOLUONG	DONGIA	DONGIA1	DONGIA2	DONGIA3	THUEVAT	CHIETKHAU	THANHTIEN	THANHTIEN1	THANHTIEN2	THANHTIEN3	NOTE1	NOTE2	NOTE3	DATENOTE	SOLUONGTON	NGAYDUPHONG1	NGAYDUPHONG2	NGAYDUPHONG3	IMG	FILENAME	J_SANPHAM_DTCPSX	J_SANPHAM_KMP	J_SANPHAM_DTTHCP	NGUYENTE	TTBANTE	TTCHIETKHAU	PTTHUEDB	THUEDB	PTTHUENK	THUENK	NUMBERA	NUMBERB	NUMBERC	NUMBERD	NUMBERE	NUMBERF	NUMBERG	NUMBERH	NOTE4	NOTE5	NOTE6	NOTE7	NOTE8	SOLUONG01	SOLUONG02	ID_DONVITINH02	SOLUONGDU	SOLUONGQD	ID_DONVITINH	NOTE9	NOTE10
658	717	1	1.000	NULL	42.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-2.50	-1.50	-	2017-12-27 10:49:17.797	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Rất mờ|Mờ|Bé|Nhiều|Kính trượt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/27-12-2017-206-257_209_Fitting1514354828.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/27-12-2017-206-257_209_Fitting1514351327.png
659	718	1	1.000	NULL	42.500	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-3.00	-0.75	1	2017-12-27 10:50:05.320	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.00	-0.75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Mờ|Mờ|Bé|Nhiều|Kính bé	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/27-12-2017-206-257_209_Fitting1514353072.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/27-12-2017-206-257_209_Fitting1514348372.png
702	760	2	1.000	NULL	42.000	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-1.00	-1.75	22	2018-01-04 02:13:47.473	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-2.00	33.00	NULL	NULL	NULL	NULL	NULL	NULL	6/10	Rõ|Bình thường|To|Vừa|Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/31-12-2017-30-257_222_Fitting1515015025.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/31-12-2017-30-257_222_Fitting1515008525.png
721	777	14	1.000	NULL	39.000	9.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:29:59.867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515017000.png	10/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015403.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015102.png
722	777	13	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:29:59.867	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515009302.png	10/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515008404.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515009303.png
723	778	14	1.000	NULL	39.000	9.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:31:28.947	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515009785.png	10/10	Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515010287.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015486.png
724	778	13	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:31:28.950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515009586.png	10/10	Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515013292.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015586.png
725	779	14	1.000	NULL	39.000	9.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:33:38.690	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515010221.png	10/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515009723.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515014322.png
726	779	13	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:33:38.690	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515016922.png	10/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515008024.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515012123.png
740	791	2	1.000	NULL	41.000	-4.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	-1.5	33	2018-01-04 02:49:22.777	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.25	-1.25	33.00	39.00	43.00	41.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
752	803	2	1.000	6000000.000	36.500	-3.750	11.200	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:53:46.650	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
766	817	2	1.000	6000000.000	39.000	-6.000	11.200	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 03:00:05.077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
660	719	2	1.000	6000000.000	41.500	-5.500	11.200	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2017-12-27 10:53:12.383	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
661	720	2	1.000	6000000.000	41.750	-6.000	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2017-12-27 10:53:12.387	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
665	724	1	1.000	NULL	42.500	-2.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-2.00	1	2017-12-29 14:37:40.260	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-2.00	1.00	42.00	43.00	42.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
666	725	2	1.000	NULL	44.500	-2.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-2.00	1	2017-12-29 14:37:40.260	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-2.00	1.00	44.00	45.00	44.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
675	734	1	1.000	NULL	42.000	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-1.00	4	2017-12-31 16:24:55.733	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-1.00	4.00	41.00	43.00	42.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
676	735	2	1.000	NULL	43.000	-3.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-1.00	1	2017-12-31 16:24:55.733	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-1.00	2.00	42.00	44.00	43.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
686	744	2	1.000	NULL	43.500	-7.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:53:02.470	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.25	-1.25	4.00	42.50	44.25	43.38	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
687	745	2	1.000	NULL	43.250	-7.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:53:02.477	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.25	-1.75	170.00	42.25	44.00	43.13	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
688	746	2	1.000	NULL	42.250	-10.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:56:36.313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-10.00	0.00	1.00	41.50	42.75	42.13	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
689	747	2	1.000	NULL	42.000	-10.500	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:56:36.313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-10.00	0.00	1.00	41.50	42.50	42.00	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
690	748	2	1.000	NULL	41.750	-5.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:59:21.563	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.25	0.00	0.00	41.25	42.25	41.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
691	749	2	1.000	NULL	42.250	-6.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-02 10:59:21.567	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.50	0.00	0.00	41.75	42.50	42.13	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
692	750	2	1.000	NULL	43.750	-8.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-8.00	-2.00	177	2018-01-02 11:02:45.347	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.50	-2.00	180.00	42.75	44.75	43.75	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
693	751	2	1.000	NULL	44.000	-8.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-7.50	-1.50	173	2018-01-02 11:02:45.347	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.50	-1.50	180.00	42.75	45.00	43.88	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
694	752	1	1.000	NULL	42.000	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-7.25	0.00	-	2018-01-02 11:25:06.730	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.25	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|Tốt|Vừa|Ok	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/02-01-2018-223-257_225_Fitting1514874484.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/02-01-2018-223-257_225_Fitting1514875184.png
701	759	3	1.000	NULL	41.000	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	-0.50	11	2018-01-04 02:11:54.490	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	-1.25	22.00	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Bình thường|To|Vừa|Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_222_Fitting1515014508.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_222_Fitting1515006707.png
786	837	2	1.000	NULL	44.500	-7.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-7.75	-1	6	2018-01-04 12:05:17.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.75	-1.00	100.00	43.75	45.25	44.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
787	838	2	1.000	NULL	45.250	-9.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-8.5	-1.5	154	2018-01-04 12:05:17.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.00	-1.00	170.00	44.25	46.00	45.13	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
788	839	2	1.000	NULL	42.750	-6.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-6.25	-1	9	2018-01-04 12:12:02.243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	-1.25	14.00	42.00	43.50	42.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
727	780	14	1.000	NULL	39.000	9.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:35:18.250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015617.png	9/10	Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015421.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015019.png
730	781	13	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:36:44.663	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515010806.png	10/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515014608.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015506.png
769	820	3	1.000	NULL	41.500	3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	-2.25	66	2018-01-04 03:06:33.583	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-2.25	77.00	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Mờ|Mờ|To|Vừa|Tốt, kính phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515015991.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515018790.png
770	821	3	1.000	NULL	41.250	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	1.25	-2.00	77	2018-01-04 03:08:14.710	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.25	-1.50	77.00	NULL	NULL	NULL	NULL	NULL	NULL	8/10	Rất mờ|Bình thường|Bé|Vừa|Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515012192.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515015692.png
771	822	3	1.000	NULL	41.500	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-1.50	-1.50	77	2018-01-04 03:09:21.493	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.50	-2.25	88.00	NULL	NULL	NULL	NULL	NULL	NULL	1/10	Mờ|Mờ|To|Vừa|	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515018163.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515018763.png
772	823	3	1.000	NULL	41.500	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-1.25	-1.50	88	2018-01-04 03:10:16.833	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.50	-2.00	43.00	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Rõ|Mờ|To|Vừa|Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515011219.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515012318.png
773	824	3	1.000	NULL	42.000	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-1.00	-2.25	9	2018-01-04 03:11:11.273	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	8/10	Mờ|Mờ|To|Vừa|1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515015775.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515012174.png
774	825	3	1.000	NULL	41.000	3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-0.50	-1.75	66	2018-01-04 03:12:03.967	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-1.75	55.00	NULL	NULL	NULL	NULL	NULL	NULL	6/10	Mờ|Mờ|To|Vừa|	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515012326.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515012226.png
775	826	1	1.000	NULL	40.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-1.25	-1.50	77	2018-01-04 03:14:10.920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	-1.00	99.00	NULL	NULL	NULL	NULL	NULL	NULL	6/10	Mờ|Bình thường|To|Vừa|	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_192_Fitting1515014953.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_192_Fitting1515011852.png
789	840	2	1.000	NULL	43.000	-7.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-7.25	-1.25	167	2018-01-04 12:12:02.243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.50	-1.50	33.00	42.00	44.00	43.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
790	841	2	1.000	NULL	44.000	-6.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-6.25	-0.5	30	2018-01-04 12:38:21.327	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	-0.50	30.00	43.50	44.50	44.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
791	842	2	1.000	NULL	44.000	-6.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-5.5	-1.25	158	2018-01-04 12:38:21.330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.75	-0.75	170.00	43.25	44.75	44.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
810	861	2	1.000	NULL	42.750	-8.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-6.75	-0.5	155	2018-01-10 08:07:58.307	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.50	-1.00	170.00	42.25	43.25	42.75	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
641	700	1	1.000	NULL	42.500	-2.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-7.00	0	0	2017-12-26 17:49:20.313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-1.00	0.00	42.00	43.00	42.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
642	701	2	1.000	NULL	44.500	-4.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-4.00	-2.00	1	2017-12-26 17:49:20.317	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	-1.00	2.00	44.00	45.00	44.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
703	761	3	1.000	NULL	41.000	3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-1.50	-1.00	44	2018-01-04 02:15:10.483	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	-0.25	44.00	NULL	NULL	NULL	NULL	NULL	NULL	8/10	Mờ|Rõ nét|To|Vừa|Cần chỉnh lại	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/31-12-2017-30-257_222_Fitting1515009808.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/31-12-2017-30-257_222_Fitting1515011908.png
